RANK,NAME,REVENUES ($M),REVENUE PERCENT CHANGE,PROFITS ($M),PROFITS PERCENT CHANGE,ASSETS ($M),MARKET VALUE,EMPLOYEES,CHANGE IN RANK,CEO GENDER,Sector,City,STATE,YEAR
667,Barnes & Noble,"3,662.30",-6,-125.50,-669.8,"1,749.60",397.50,15557,-54,male,Retailing,New York,New York,2019
668,Crestwood Equity Partners,"3,654.10",-5.8,50.80,-,"4,294.50","2,530.20",859,-50,male,Energy,Houston,Texas,2019
669,Mednax,"3,647.10",5.5,268.60,-16.2,"5,934.90","2,387.40",11875,1,male,Health Care,Sunrise,Florida,2019
670,Regal Beloit,"3,645.60",8.5,231.20,8.5,"4,623.80","3,504.80",24600,18,male,Industrials,Beloit,Wisconsin,2019
671,Country Financial,"3,629.70",2.5,215.20,14.9,"15,025.50",-,3834,-12,male,Financials,Bloomington,Illinois,2019
672,Cooper-Standard Holdings,"3,629.30",0.3,107.80,-20.4,"2,623.10",818.80,32000,-28,male,Motor Vehicles & Parts,Novi,Michigan,2019
673,Amerco,"3,601.10",5.2,790.60,98.4,"10,747.00","7,284.50",21025,3,male,Transportation,Reno,Nevada,2019
674,Comerica,"3,595.00",9.3,"1,235.00",66.2,"70,818.00","11,578.40",7812,28,male,Financials,Dallas,Texas,2019
675,Abercrombie & Fitch,"3,590.10",2.8,74.50,950.8,"2,385.60","1,815.30",24500,-9,female,Retailing,New Albany,Ohio,2019
676,Penn National Gaming,"3,587.90",14,93.50,-80.2,"10,961.00","2,348.50",25750,39,male,"Hotels, Restaurants & Leisure",Wyomissing,Pennsylvania,2019
677,Worthington Industries,"3,581.60",18.8,194.80,-4.8,"2,621.80","2,096.70",12000,53,male,Materials,Columbus,Ohio,2019
678,Timken,"3,580.80",19.2,302.80,48.9,"4,445.20","3,319.90",17477,53,male,Industrials,North Canton,Ohio,2019
679,First Republic Bank,"3,575.10",22.8,853.80,12.7,"99,205.20","16,797.10",4480,65,male,Financials,San Francisco,California,2019
680,Alliant Energy,"3,534.50",4.5,512.10,12,"15,426.00","11,126.20",3885,2,female,Energy,Madison,Wisconsin,2019
681,PolyOne,"3,533.40",2.4,159.80,-,"2,723.30","2,280.80",6600,-9,male,Chemicals,Avon Lake,Ohio,2019
682,Meritage Homes,"3,528.60",8.9,227.30,58.7,"3,365.50","1,711.80",1615,24,male,Engineering & Construction,Scottsdale,Arizona,2019
683,Weis Markets,"3,509.30",1.2,62.70,-36.3,"1,432.00","1,097.70",23000,-15,male,Food & Drug Stores,Sunbury,Pennsylvania,2019
684,TriNet Group,"3,503.00",7,192.00,7.9,"2,435.00","4,187.60",3100,19,male,Business Services,Dublin,California,2019
685,Sentry Insurance Group,"3,498.40",4.5,250.60,-13.1,"17,652.20",-,4169,9,male,Financials,Stevens Point,Wisconsin,2019
686,Calumet Specialty Products,"3,497.50",-12.4,-55.10,-,"2,087.50",275.80,1700,-82,male,Energy,Indianapolis,Indiana,2019
687,Brink's,"3,488.90",4.2,-33.30,-299.4,"3,236.00","3,748.30",60900,5,male,Business Services,Richmond,Virginia,2019
688,Stericycle,"3,485.90",-2.6,-244.70,-677.1,"6,455.50","4,936.10",22500,-38,female,Business Services,Bannockburn,Illinois,2019
689,Carter's,"3,462.30",1.8,282.10,-6.8,"2,058.90","4,588.60",21000,-10,male,Apparel,Atlanta,Georgia,2019
690,Aleris,"3,445.90",20.6,-91.60,-,"2,779.40",-,5500,67,male,Materials,Cleveland,Ohio,2019
691,American Water Works,"3,440.00",2.5,567.00,33.1,"21,223.00","18,820.10",7100,-1,female,Energy,Camden,New Jersey,2019
692,Domino's Pizza,"3,432.90",23.1,362.00,30.3,907.40,"10,598.40",14500,84,male,"Hotels, Restaurants & Leisure",Ann Arbor,Michigan,2019
693,Enable Midstream Partners,"3,431.00",22.4,521.00,19.5,"12,444.00","6,204.10",1794,76,male,Energy,Oklahoma City,Oklahoma,2019
694,Lamb Weston Holdings,"3,423.70",-,416.80,-,"2,752.60","10,978.10",7200,-,male,"Food, Beverages & Tobacco",Eagle,Idaho,2019
695,SS&C Technologies Holdings,"3,421.10",104.2,103.20,-68.6,"16,107.50","16,056.00",22600,-,male,Technology,Windsor,Connecticut,2019
696,Equifax,"3,412.10",1.5,299.80,-49,"7,153.20","14,381.80",10900,-9,male,Business Services,Atlanta,Georgia,2019
697,Par Pacific Holdings,"3,410.70",39.6,39.40,-45.7,"1,460.70",877.90,1285,148,male,Energy,Houston,Texas,2019
698,ASGN,"3,399.80",29.5,157.70,-,"2,687.90","3,343.10",4300,105,male,Business Services,Glen Allen,Virginia,2019
699,Darling Ingredients,"3,387.70",-7.5,101.50,-21,"4,889.40","3,565.70",9800,-65,male,"Food, Beverages & Tobacco",Irving,Texas,2019
700,Paychex,"3,380.90",7.3,933.70,14.2,"7,463.70","28,823.30",14300,13,male,Business Services,Rochester,New York,2019
701,Mercury General,"3,380.00",-1.1,-5.70,-104,"5,433.70","2,770.90",4400,-24,male,Financials,Los Angeles,California,2019
702,Albemarle,"3,375.00",9.9,693.60,1164.5,"7,581.70","8,680.50",5900,21,male,Chemicals,Charlotte,North Carolina,2019
703,Global Payments,"3,366.40",-15.3,452.10,-3.5,"13,230.80","21,549.70",11000,-98,male,Business Services,Atlanta,Georgia,2019
704,Scientific Games,"3,363.20",9.1,-352.40,-,"7,717.80","1,883.70",9700,18,male,"Hotels, Restaurants & Leisure",Las Vegas,Nevada,2019
705,Puget Energy,"3,346.50",-3.3,235.60,34.5,"14,098.90",-,3140,-36,female,Energy,Bellevue,Washington,2019
706,Crane,"3,345.50",20.1,335.60,95.3,"4,042.70","5,067.20",12000,71,male,Industrials,Stamford,Connecticut,2019
707,USG,"3,336.00",4.1,196.00,122.7,"3,842.00","6,066.30",7300,1,male,Materials,Chicago,Illinois,2019
708,Illumina,"3,333.00",21.1,826.00,13.8,"6,959.00","45,648.20",7300,73,male,Technology,San Diego,California,2019
709,Patterson-UTI Energy,"3,327.00",41.2,-321.40,-5538.6,"5,469.90","2,995.40",8000,151,male,Energy,Houston,Texas,2019
710,American National Insurance,"3,326.40",-2.5,159.00,-67.8,"26,912.40","3,248.30",4640,-32,male,Financials,Galveston,Texas,2019
711,Spirit Airlines,"3,323.00",25.5,155.70,-63,"5,165.50","3,611.90",7708,91,male,Transportation,Miramar,Florida,2019
712,Granite Construction,"3,318.40",11,42.40,-38.6,"2,476.60","2,014.50",4200,25,male,Engineering & Construction,Watsonville,California,2019
713,CIT Group,"3,308.20",-6.7,447.10,-4.5,"48,537.40","4,835.80",3678,-55,female,Financials,New York,New York,2019
714,Clean Harbors,"3,300.30",12.1,65.60,-34.8,"3,738.30","3,995.30",14200,25,male,Business Services,Norwell,Massachusetts,2019
715,Square,"3,298.20",49,-38.50,-,"3,281.00","31,443.50",3349,191,male,Business Services,San Francisco,California,2019
716,Range Resources,"3,282.60",25.7,"-1,746.50",-624.2,"9,708.20","2,811.80",796,90,male,Energy,Fort Worth,Texas,2019
717,TRI Pointe Group,"3,262.70",16.1,269.90,44.2,"3,884.20","1,797.50",1435,48,male,Engineering & Construction,Irvine,California,2019
718,Medical Mutual of Ohio,"3,262.10",12.7,157.50,1854.3,"2,453.90",-,2398,30,male,Financials,Cleveland,Ohio,2019
719,Brown-Forman,"3,248.00",8.5,717.00,7.2,"4,976.00","25,178.60",4685,16,male,"Food, Beverages & Tobacco",Louisville,Kentucky,2019
720,Cabot,"3,242.00",19.3,-113.00,-146.9,"3,244.00","2,477.80",4600,71,male,Chemicals,Boston,Massachusetts,2019
721,Tailored Brands,"3,239.90",-2,83.20,-13.9,"1,820.50",393.40,17850,-22,male,Retailing,Houston,Texas,2019
722,Sanderson Farms,"3,236.00",-3.2,61.40,-78,"1,659.40","2,921.10",15104,-27,male,"Food, Beverages & Tobacco",Laurel,Mississippi,2019
723,Penn Mutual Life Insurance,"3,231.30",13.3,333.40,-43.9,"33,164.20",-,3140,38,female,Financials,Horsham,Pennsylvania,2019
724,Cinemark Holdings,"3,221.70",7.7,213.80,-19.1,"4,481.80","4,680.80",20555,12,male,Media,Plano,Texas,2019
725,SkyWest,"3,221.70",0.5,280.40,-34.6,"6,313.20","2,804.00",15900,-18,male,Transportation,St. George,Utah,2019
726,Hologic,"3,217.90",5.2,-111.30,-114.7,"7,230.90","12,947.80",6252,-1,male,Health Care,Marlborough,Massachusetts,2019
727,MSC Industrial Direct,"3,203.90",10.9,329.20,42.3,"2,288.70","4,577.20",6657,22,male,Wholesalers,Davidson,North Carolina,2019
728,Triumph Group,"3,199.00",-9.5,-425.40,-,"3,807.10",950.50,13554,-67,male,Aerospace & Defense,Berwyn,Pennsylvania,2019
729,Stifel Financial,"3,195.00",6.6,394.00,115.4,"24,519.60","3,792.30",7399,5,male,Financials,St. Louis,Missouri,2019
730,Service Corp. International,"3,190.20",3.1,447.20,-18.2,"12,693.20","7,320.30",20106,-9,male,Business Services,Houston,Texas,2019
731,A.O. Smith,"3,187.90",6.4,444.20,49.8,"3,071.50","8,950.40",16300,1,male,Industrials,Milwaukee,Wisconsin,2019
732,Designer Brands,"3,183.70",13.7,-20.50,-130.4,"1,620.60","1,742.80",16100,39,male,Retailing,Columbus,Ohio,2019
733,Hyster-Yale Materials Handling,"3,174.40",10,34.70,-28.6,"1,742.10","1,038.40",7800,18,male,Industrials,Cleveland,Ohio,2019
734,PriceSmart,"3,166.70",5.7,74.30,-18.1,"1,216.40","1,795.40",8680,-1,female,Retailing,San Diego,California,2019
735,H&R Block,"3,159.90",4.1,613.10,49.9,"3,140.90","4,866.80",46700,-9,male,Financials,Kansas City,Missouri,2019
736,Legg Mason,"3,140.30",8.8,285.10,25.4,"8,152.50","2,341.20",3275,14,male,Financials,Baltimore,Maryland,2019
737,Brinker International,"3,135.40",-0.5,125.90,-16.5,"1,347.30","1,664.30",58478,-23,male,"Hotels, Restaurants & Leisure",Dallas,Texas,2019
738,Dycom Industries,"3,127.70",5,62.90,-58.4,"2,097.50","1,444.40",14920,-,male,Engineering & Construction,Palm Beach Gardens,Florida,2019
739,NOW,"3,127.00",18.1,52.00,-,"1,795.00","1,513.80",4552,62,male,Wholesalers,Carlsbad,California,2019
740,Synopsys,"3,121.10",14.5,432.50,216.7,"6,146.00","17,235.20",13245,49,male,Technology,Mountain View,California,2019
741,Infor,"3,117.70",9.2,-192.10,-,"6,816.50",-,16680,-,male,Technology,New York,New York,2019
742,Atmos Energy,"3,115.50",1.7,603.10,52.1,"11,874.40","12,032.20",4628,-18,male,Energy,Dallas,Texas,2019
743,Trimble,"3,108.40",17.1,282.80,133.5,"5,776.40","10,194.70",11287,57,male,Technology,Sunnyvale,California,2019
744,Ciena,"3,094.30",10.4,-344.70,-127.3,"3,756.50","5,823.30",6013,26,male,Technology,Hanover,Maryland,2019
745,ArcBest,"3,093.80",9.5,67.30,12.6,"1,539.20",786.30,12772,18,female,Transportation,Fort Smith,Arkansas,2019
746,G-III Apparel Group,"3,076.20",9.6,138.10,122.2,"2,208.10","1,946.40",6950,21,male,Apparel,New York City,New York,2019
747,Applied Industrial Technologies,"3,073.30",18.5,141.60,5.8,"2,285.70","2,305.00",6634,63,male,Wholesalers,Cleveland,Ohio,2019
748,MDC Holdings,"3,065.20",18.9,210.80,48.6,"3,001.10","1,782.50",1581,68,male,Engineering & Construction,Denver,Colorado,2019
749,California Resources,"3,064.00",52.7,328.00,-,"7,158.00","1,254.60",1500,205,male,Energy,Los Angeles,California,2019
750,Steelcase,"3,055.50",0.8,80.70,-35.2,"1,859.20","1,699.10",12500,-22,male,Household Products,Grand Rapids,Michigan,2019
751,Sinclair Broadcast Group,"3,055.10",11.7,341.20,-40.8,"6,572.10","3,516.80",9000,35,male,Media,Cockeysville,Maryland,2019
752,Vertex Pharmaceuticals,"3,047.60",22.5,"2,096.90",695.8,"6,245.90","47,028.10",2500,79,male,Health Care,Boston,Massachusetts,2019
753,Digital Realty Trust,"3,046.50",23.9,331.20,33.4,"23,766.70","24,731.00",1530,86,male,Financials,San Francisco,California,2019
754,Andersons,"3,045.40",-17.4,41.50,-2.4,"2,392.00","1,075.10",1830,-125,male,"Food, Beverages & Tobacco",Maumee,Ohio,2019
755,Mutual of America Life Insurance,"3,043.50",-3.8,16.00,-38.9,"20,386.60",-,1163,-43,male,Financials,New York,New York,2019
756,Twitter,"3,042.40",24.5,"1,205.60",-,"10,162.60","25,213.20",3920,88,male,Technology,San Francisco,California,2019
757,H.B. Fuller,"3,041.00",31.9,171.20,194,"4,175.30","2,475.10",6479,116,male,Chemicals,Saint Paul,Minnesota,2019
758,E*Trade Financial,"3,036.00",23.8,"1,052.00",71.3,"65,003.00","11,381.70",4035,83,male,Financials,New York,New York,2019
759,Vishay Intertechnology,"3,034.70",16.6,345.80,-,"3,106.20","2,667.70",24100,49,male,Technology,Malvern,Pennsylvania,2019
760,Zions Bancorp.,"3,033.00",10.9,884.00,49.3,"68,746.00","8,453.50",10201,25,male,Financials,Salt Lake City,Utah,2019
761,Cracker Barrel Old Country Store,"3,030.40",3.6,247.60,22.6,"1,527.40","3,885.30",73000,-19,female,"Hotels, Restaurants & Leisure",Lebanon,Tennessee,2019
762,Lincoln Electric Holdings,"3,028.70",15.4,287.10,16,"2,349.80","5,292.00",11000,42,male,Industrials,Cleveland,Ohio,2019
763,Acadia Healthcare,"3,012.40",4.7,-175.80,-187.9,"6,172.50","2,592.40",35350,-9,female,Health Care,Franklin,Tennessee,2019
764,Pool,"2,998.10",7.5,234.50,22.3,"1,240.90","6,532.60",4000,10,male,Wholesalers,Covington,Louisiana,2019
765,Triple-S Management,"2,996.10",2.7,-63.30,-216.2,"2,760.20",527.90,3753,-22,male,Health Care,San Juan,Puerto Rico,2019
766,Visteon,"2,984.00",-5.1,164.00,-6.8,"2,007.00","1,902.20",10000,-49,male,Motor Vehicles & Parts,Van Buren Township,Michigan,2019
767,Citrix Systems,"2,973.90",3.2,575.70,-,"5,136.00","13,127.80",8200,-14,male,Technology,Fort Lauderdale,Florida,2019
768,Qorvo,"2,973.50",-1.9,-40.30,-,"6,381.50","8,807.60",8300,-41,male,Technology,Greensboro,North Carolina,2019
769,AMC Networks,"2,971.90",5.9,446.20,-5.3,"5,278.60","3,190.70",2724,-1,male,Media,New York,New York,2019
770,Kirby,"2,970.70",34.2,78.50,-75,"5,871.60","4,497.20",5650,135,male,Transportation,Houston,Texas,2019
771,Marriott Vacations Worldwide,"2,968.00",52.1,55.00,-75.7,"9,018.00","4,216.80",23000,195,male,"Hotels, Restaurants & Leisure",Orlando,Florida,2019
772,Hain Celestial Group,"2,967.20",4,9.70,-85.6,"2,946.70","2,407.20",7685,-12,male,"Food, Beverages & Tobacco",Lake Success,New York,2019
773,Tetra Tech,"2,964.10",7.7,136.90,16.1,"1,959.40","3,290.10",17000,7,male,Engineering & Construction,Pasadena,California,2019
774,Primoris Services,"2,939.50",23.5,77.50,7.1,"1,594.10","1,048.80",10600,79,male,Engineering & Construction,Lake Forest,California,2019
775,Mettler-Toledo International,"2,935.60",7.7,512.60,36.3,"2,618.80","17,957.90",15100,13,male,Technology,Columbus,Ohio,2019
776,Red Hat,"2,920.50",21.1,258.80,2,"5,466.50","32,294.10",11870,74,male,Technology,Raleigh,North Carolina,2019
777,Varian Medical Systems,"2,919.10",2,149.90,-39.9,"3,252.70","12,865.00",7174,-22,male,Health Care,Palo Alto,California,2019
778,Gannett,"2,916.80",-7.3,15.00,118.4,"2,478.40","1,206.50",16980,-62,female,Media,McLean,Virginia,2019
779,New Jersey Resources,"2,915.10",28.5,233.40,76.8,"4,143.70","4,420.00",1068,107,male,Energy,Wall,New Jersey,2019
780,Genesis Energy,"2,912.80",43.6,-6.10,-107.4,"6,479.10","2,856.10",2100,170,male,Energy,Houston,Texas,2019
781,Genesco,"2,911.70",0.2,-51.90,-,"1,181.10",919.80,13388,-34,male,Retailing,Nashville,Tennessee,2019
782,Teledyne Technologies,"2,901.80",11.4,333.80,46.9,"3,809.30","8,585.00",10850,25,male,Aerospace & Defense,Thousand Oaks,California,2019
783,Southwest Gas Holdings,"2,880.00",13,182.30,-6,"7,357.70","4,368.70",8632,38,male,Energy,Las Vegas,Nevada,2019
784,Plexus,"2,873.50",13.7,13.00,-88.4,"1,932.60","1,884.20",18000,41,male,Technology,Neenah,Wisconsin,2019
785,PRA Health Sciences,"2,871.90",27.1,153.90,77.1,"3,186.50","7,227.50",16400,108,male,Technology,Raleigh,North Carolina,2019
786,BlueLinx Holdings,"2,862.90",57.7,-48.10,-176.3,959.90,248.90,2400,-,male,Wholesalers,Marietta,Georgia,2019
787,Hawaiian Electric Industries,"2,860.80",11.9,201.80,22.1,"13,104.10","4,441.40",3898,32,female,Energy,Honolulu,Hawaii,2019
788,Presidio,"2,858.00",1.4,134.20,2950,"2,694.30","1,222.30",2900,-24,male,Technology,New York,New York,2019
789,Avaya Holdings,"2,851.00",-12.9,-,-,"7,679.00","1,863.00",8100,-85,male,Technology,Durham,North Carolina,2019
790,Hill-Rom Holdings,"2,848.00",3.8,252.40,88.9,"4,360.00","7,057.00",10000,-7,male,Health Care,Chicago,Illinois,2019
791,TTM Technologies,"2,847.30",7.1,173.60,39.7,"3,457.50","1,233.30",27000,7,male,Technology,Santa Ana,California,2019
792,Hawaiian Holdings,"2,837.40",5.3,233.20,-35.9,"3,196.60","1,271.10",7244,2,male,Transportation,Honolulu,Hawaii,2019
793,Caleres,"2,834.80",1.8,-5.40,-106.2,"1,838.60","1,058.60",12000,-15,female,Retailing,St. Louis,Missouri,2019
794,Louisiana-Pacific,"2,828.00",3.4,394.60,1.2,"2,514.10","3,009.40",4900,-7,male,Materials,Nashville,Tennessee,2019
795,Magellan Midstream Partners,"2,826.60",12.7,"1,333.90",53.4,"7,747.50","13,848.10",1868,32,male,Energy,Tulsa,Oklahoma,2019
796,Unisys,"2,825.00",3,75.50,-,"2,457.60",604.10,21700,-12,male,Technology,Blue Bell,Pennsylvania,2019
797,Workday,"2,822.20",31.7,-418.30,-,"5,520.70","42,812.70",10500,128,male,Technology,Pleasanton,California,2019
798,Cooper Tire & Rubber,"2,808.10",-1.6,76.60,-19.7,"2,634.20","1,497.90",9027,-39,male,Motor Vehicles & Parts,Findlay,Ohio,2019
799,Prologis,"2,804.40",7.1,"1,649.40",-0.2,"38,417.70","45,378.90",1617,6,male,Financials,San Francisco,California,2019
800,Columbia Sportswear,"2,802.30",13.6,268.30,155.2,"2,368.70","7,105.50",6511,36,male,Apparel,Portland,Oregon,2019
801,Univision Communications,"2,792.30",-7.4,4.80,-99.3,"9,172.10",-,4500,-72,male,Media,New York,New York,2019
802,PerkinElmer,"2,778.00",20.7,237.90,-18.7,"5,975.50","10,677.00",12500,73,male,Technology,Waltham,Massachusetts,2019
803,Cboe Global Markets,"2,768.80",24.2,426.50,6.2,"5,321.00","10,650.70",842,97,male,Financials,Chicago,Illinois,2019
804,Nexstar Media Group,"2,766.70",13.8,389.50,-18,"7,062.00","4,957.50",8604,44,male,Media,Irving,Texas,2019
805,AptarGroup,"2,764.80",12,194.70,-11.5,"3,377.70","6,704.00",14100,29,male,Materials,Crystal Lake,Illinois,2019
806,Valmont Industries,"2,757.10",0.4,94.40,-18.8,"2,530.30","2,855.90",10328,-24,male,Materials,Omaha,Nebraska,2019
807,Public Storage,"2,754.30",3.2,"1,711.00",18.6,"10,928.30","37,974.60",5600,-10,male,Financials,Glendale,California,2019
808,ITT,"2,745.10",6.2,333.70,194,"3,846.80","5,069.20",10000,6,male,Industrials,White Plains,New York,2019
809,Park Hotels & Resorts,"2,737.00",-1.9,472.00,-82,"9,363.00","6,263.80",517,-36,male,Financials,Tysons,Virginia,2019
810,Donaldson,"2,734.20",15.3,180.30,-22.6,"1,976.60","6,390.40",14000,45,male,Industrials,Minneapolis,Minnesota,2019
811,Tempur Sealy International,"2,734.00",-0.7,100.50,-33.6,"2,715.40","3,155.40",6200,-32,male,Household Products,Lexington,Kentucky,2019
812,Middleby,"2,722.90",16.6,317.20,6.4,"4,549.80","7,243.10",9346,53,male,Industrials,Elgin,Illinois,2019
813,Boston Properties,"2,717.10",4.4,582.80,26,"20,256.50","20,685.70",760,-4,male,Financials,Boston,Massachusetts,2019
814,SVB Financial Group,"2,714.90",34.2,973.80,98.5,"56,928.00","11,705.90",2900,137,male,Financials,Santa Clara,California,2019
815,Akamai Technologies,"2,714.50",8.4,298.40,36.7,"5,461.80","11,704.00",7519,14,male,Technology,Cambridge,Massachusetts,2019
816,Kansas City Southern,"2,714.00",5.1,627.40,-34.8,"9,469.80","11,666.10",7200,-1,male,Transportation,Kansas City,Missouri,2019
817,Allison Transmission Holdings,"2,713.00",19.9,639.00,26.8,"4,237.00","5,626.50",2900,73,male,Motor Vehicles & Parts,Indianapolis,Indiana,2019
818,Moog,"2,709.50",8.5,96.50,-31.7,"2,964.00","3,027.20",11787,12,male,Aerospace & Defense,East Aurora,New York,2019
819,MPM Holdings,"2,705.00",16,69.00,-,"2,830.00","1,448.40",5200,47,male,Chemicals,Waterford,New York,2019
820,PC Connection,"2,699.50",-7.3,64.60,17.7,805.40,967.90,2513,-74,male,Retailing,Merrimack,New Hampshire,2019
821,Graham Holdings,"2,696.00",4,271.20,-10.2,"4,764.00","3,631.10",14347,-10,male,Business Services,Arlington,Virginia,2019
822,Gardner Denver,"2,689.80",13.2,269.40,1364.1,"4,487.10","5,573.40",6700,32,male,Industrials,Milwaukee,Wisconsin,2019
823,Amica Mutual Insurance,"2,689.10",3.8,147.10,53.1,"6,428.50",-,3781,-11,male,Financials,Lincoln,Rhode Island,2019
824,Verso,"2,682.00",9,171.00,-,"1,699.00",738.60,4400,14,male,Materials,Miamisburg,Ohio,2019
825,Nu Skin Enterprises,"2,679.00",17.5,121.90,-5.8,"1,694.40","2,649.60",44900,57,male,Household Products,Provo,Utah,2019
826,Atlas Air Worldwide Holdings,"2,677.70",24.2,270.60,21.1,"5,534.80","1,301.90",3275,93,male,Transportation,Purchase,New York,2019
827,Popular,"2,674.30",24.7,618.20,474.1,"47,604.60","5,036.70",8474,97,male,Financials,Hato Rey,Puerto Rico,2019
828,Colony Capital,"2,666.50",-6.2,-519.60,-,"22,215.20","2,583.10",400,-66,male,Financials,Los Angeles,California,2019
829,Scotts Miracle-Gro,"2,663.40",-9.3,63.70,-70.8,"3,054.50","4,349.50",5150,-88,male,Chemicals,Marysville,Ohio,2019
830,Rent-A-Center,"2,660.50",-1.6,8.50,27.6,"1,396.90","1,126.50",14000,-37,male,Retailing,Plano,Texas,2019
831,GoDaddy,"2,660.10",19.2,77.10,-43.5,"6,083.40","13,144.10",6821,67,male,Technology,Scottsdale,Arizona,2019
832,Newfield Exploration,"2,643.00",49.6,817.00,91.3,"5,818.00",-,1010,-,male,Energy,Houston,Texas,2019
833,Groupon,"2,636.70",-7.8,-11.10,-178.9,"1,642.10","2,024.60",6576,-77,male,Technology,Chicago,Illinois,2019
834,Boyd Gaming,"2,626.70",10.2,115.00,-39.2,"5,756.30","3,036.40",23477,18,male,"Hotels, Restaurants & Leisure",Las Vegas,Nevada,2019
835,Toro,"2,618.70",4.5,271.90,1.6,"1,571.00","7,304.60",6715,-7,male,Industrials,Bloomington,Minnesota,2019
